Wavelength Trans 
nm % 
480 25,02630228606 
480,2 24,9013928146999 
480,4 24,8007796499157 
480,6 24,6704415378794 
480,8 24,5575018829826 
481 24,4414933262057 
481,2 24,3199316341994 
481,4 24,20982579671 
481,6 24,1029155526438 
481,8 23,9812992759808 
482 23,8683867759622 
482,2 23,7582116964105 
482,4 23,6539883565158 
482,6 23,5382687654966 
482,8 23,4219640339582 
483 23,3231466599417 
483,2 23,1986476470482 
483,4 23,0797566084468 
483,6 22,9781884113481 
483,8 22,8737903419019 
484 22,7578897385059 
484,2 22,6361129816952 
484,4 22,5258054010853 
484,6 22,4241547020513 
484,8 22,3140426447423 
485 22,1975265838899 
485,2 22,1272178412976 
485,4 22,0082653327942 
485,6 21,8835486062983 
485,8 21,7846736147987 
486 21,668541382776 
486,2 21,5753827059315 
486,4 21,4735869327926 
486,6 21,3717753282033 
486,8 21,2699478884759 
487 21,1650871062284 
487,2 21,0542355168235 
487,4 20,9552926311536 
487,6 20,8649034744356 
487,8 20,7656997182937 
488 20,646636637383 
488,2 20,5476312422175 
488,4 20,4542480319914 
488,6 20,3552122555007 
488,8 20,2617995342753 
488,999999999999 20,1626173904842 
489,199999999999 20,0687809769587 
489,399999999999 19,9667489773501 
489,599999999999 19,8647164688251 
489,799999999999 19,762720245436 
489,999999999999 19,6637254455178 
490,199999999999 19,5672468826106 
490,399999999999 19,4596985703524 
490,599999999999 19,3751647246826 
490,799999999999 19,2926887124515 
490,999999999999 19,1824694547474 
491,199999999999 19,1055318868671 
491,399999999999 19,0003772325473 
491,599999999999 18,8928439881509 
491,799999999999 18,8052831581581 
491,999999999999 18,7231231970252 
492,199999999999 18,6355338825746 
492,399999999999 18,5533463245169 
492,599999999999 18,4626740342776 
492,799999999999 18,365877301675 
492,999999999999 18,2581086309981 
493,199999999999 18,1701695067443 
493,399999999999 18,0909649833548 
493,599999999999 18,0086339725158 
493,799999999999 17,9178716535864 
493,999999999999 17,8270943293654 
494,199999999999 17,7363019961368 
494,399999999999 17,6517234996152 
494,599999999999 17,574627933301 
494,799999999999 17,4847158423124 
494,999999999999 17,415876657011 
495,199999999999 17,3194479130851 
495,399999999999 17,2401074827386 
495,599999999999 17,1639276003628 
495,799999999999 17,0897541995675 
495,999999999999 17,0020074247419 
496,199999999999 16,9226144722445 
496,399999999999 16,8463831051546 
496,599999999999 16,7753338618988 
496,799999999999 16,6959024390007 
496,999999999999 16,6163480694244 
497,199999999999 16,5398363253727 
497,399999999999 16,4719141909526 
497,599999999999 16,4007467585485 
497,799999999999 16,3212514081362 
497,999999999999 16,2449774809881 
498,199999999999 16,1770084328652 
498,399999999999 16,1025578806388 
498,599999999999 16,0211633931002 
498,799999999999 15,9582428365016 
498,999999999999 15,8850637258315 
499,199999999999 15,8218029664253 
499,399999999999 15,7422069314115 
499,599999999999 15,6724555574083 
499,799999999999 15,6175036362339 
499,999999999999 15,5475409011819 
500,199999999999 15,4924818870231 
500,399999999999 15,415910030531 
500,599999999999 15,354186361947 
500,799999999999 15,3023984824996 
500,999999999999 15,2339683831836 
501,199999999999 15,1620286940464 
501,399999999999 15,0888198042584 
501,599999999999 15,0387350109098 
501,799999999999 14,9950048257656 
501,999999999999 14,9299828555163 
502,199999999999 14,8765214042858 
502,399999999999 14,8312673162722 
502,599999999999 14,7860069787811 
502,799999999999 14,7340283631264 
502,999999999999 14,6655099582981 
503,199999999999 14,603668054855 
503,399999999999 14,5583794779475 
503,599999999999 14,5130846446496 
503,799999999999 14,4677835536668 
503,999999999999 14,4224762037046 
504,199999999999 14,3703315394746 
504,399999999999 14,3052703714731 
504,599999999999 14,251779306221 
504,799999999999 14,2098607421496 
504,999999999999 14,176050555906 
505,199999999999 14,13174311276 
505,399999999999 14,0771254350943 
505,599999999999 14,0445069187598 
505,799999999999 13,9875582076058 
505,999999999999 13,9445039362508 
506,199999999999 13,9199791686759 
506,399999999998 13,8734382125757 
506,599999999998 13,8442706345943 
506,799999999998 13,795399752904 
506,999999999998 13,7418185152228 
507,199999999998 13,6997871752163 
507,399999999998 13,6694989342637 
507,599999999998 13,6366557783234 
507,799999999998 13,5902465561695 
507,999999999998 13,5609293226963 
508,199999999998 13,5190295732093 
508,399999999998 13,4851819099214 
508,599999999998 13,4548662456948 
508,799999999998 13,4290165620765 
508,999999999998 13,3950382206516 
509,199999999998 13,3575771868806 
509,399999999998 13,3157039424349 
509,599999999998 13,285422709564 
509,799999999998 13,259533821523 
509,999999999998 13,2292153415432 
510,199999999998 13,2140909144393 
510,399999999998 13,2041846497936 
510,599999999998 13,173856377319 
510,799999999998 13,1551111537986 
510,999999999998 13,1406945944703 
511,199999999998 13,1183635106631 
511,399999999998 13,1033416455585 
511,599999999998 13,1042189214617 
511,799999999998 13,0941265325035 
511,999999999998 13,0748052242557 
512,199999999998 13,0799758545733 
512,399999999998 13,0655844364478 
512,599999999998 13,0505529991284 
512,799999999998 13,0514284744416 
512,999999999998 13,0485895424445 
513,199999999998 13,0378504700068 
513,399999999998 13,0419764628564 
513,599999999999 13,0591099546873 
513,799999999999 13,0479053166398 
513,999999999999 13,0603958432759 
514,199999999999 13,0691704213422 
514,399999999999 13,0700462277905 
514,599999999999 13,0746603647231 
514,799999999999 13,0871984222953 
514,999999999999 13,0959190492687 
515,199999999999 13,0967968830053 
515,399999999999 13,101452063101 
515,599999999999 13,1101753988837 
515,799999999999 13,1110543643766 
515,999999999999 13,1157114362165 
516,199999999999 13,1244374822802 
516,399999999999 13,1215390849713 
516,599999999999 13,1183705770902 
516,799999999999 13,1270825321453 
516,999999999999 13,1241255862917 
517,199999999999 13,1210524735552 
517,399999999999 13,1297242426745 
517,599999999999 13,1267668782883 
517,8 13,1160164677772 
518 13,097587243485 
518,2 13,0674070992714 
518,4 13,0604139625092 
518,6 13,0651513453725 
518,8 13,0428169006033 
519 13,0280996657408 
519,2 12,9980216065462 
519,4 12,9988941025845 
519,6 12,995867775306 
519,8 12,9851100526297 
520 12,966570542283 
520,2 12,9403491541705 
520,4 12,9217493918795 
520,6 12,8955247997762 
520,8 12,8847777533187 
521 12,8740292132818 
521,2 12,8553605156006 
521,4 12,8173586321731 
521,6 12,8107959966758 
521,8 12,811686293447 
522 12,8086163014917 
522,200000000001 12,7978396011119 
522,400000000001 12,7950828323828 
522,600000000001 12,8036030220473 
522,800000000001 12,7964535640784 
523,000000000001 12,7860997682308 
523,200000000001 12,7906007589577 
523,400000000001 12,779836695048 
523,600000000001 12,7650502237362 
523,800000000001 12,7506701732389 
524,000000000001 12,7515569877753 
524,200000000001 12,7564874222358 
524,400000000001 12,7690732690794 
524,600000000001 12,7857004904364 
524,800000000001 12,8017465140189 
525,000000000001 12,8067183608527 
525,200000000001 12,8151887618994 
525,400000000001 12,816080496725 
525,600000000001 12,8292184243529 
525,800000000001 12,8651008798741 
526,000000000001 12,8928452408055 
526,200000000001 12,9220129893231 
526,400000000001 12,9605332499427 
526,600000000002 12,9697190316946 
526,800000000002 12,9939564995921 
527,000000000002 13,0140549867348 
527,200000000002 13,0390579527366 
527,400000000002 13,0866447274881 
527,600000000002 13,1383813505968 
527,800000000002 13,1935944177895 
528,000000000002 13,2413550268789 
528,200000000002 13,2847667116242 
528,400000000002 13,3207134143745 
528,600000000002 13,3608681647818 
528,800000000002 13,4042972478995 
529,000000000002 13,4486670419048 
529,200000000002 13,5121931605117 
529,400000000002 13,5789975532968 
529,600000000002 13,6425416074022 
529,800000000002 13,7136499879792 
530,000000000002 13,7676938894976 
530,200000000002 13,8045811348966 
530,400000000002 13,8594610271531 
530,600000000002 13,9069288671694 
530,800000000002 13,9671946589618 
531,000000000003 14,0497229982231 
531,200000000003 14,1322601507201 
531,400000000003 14,2020111851289 
531,600000000003 14,2667436724826 
531,800000000003 14,3439943065405 
532,000000000003 14,3958298764851 
532,200000000003 14,4593579566727 
532,400000000003 14,5216067508987 
532,600000000003 14,5691353266638 
532,800000000003 14,6080189428136 
533,000000000003 14,6538045198652 
533,200000000003 14,7320925799866 
533,400000000003 14,8075033381111 
533,600000000003 14,8860090610752 
533,800000000003 14,9481870296781 
534,000000000003 14,9826015789293 
534,200000000003 14,9907103499581 
534,400000000003 14,9958968187457 
534,600000000003 15,01277831342 
534,800000000003 15,0457425169622 
535,000000000003 15,0889435612806 
535,200000000003 15,1337234369863 
535,400000000004 15,1976463159137 
535,600000000004 15,2343321668176 
535,800000000004 15,2678231832242 
536,000000000004 15,290398891796 
536,200000000004 15,2867704805529 
536,400000000004 15,2669953921429 
536,600000000004 15,2371560046164 
536,800000000004 15,2190147794514 
537,000000000004 15,2170204931821 
537,200000000004 15,234030316678 
537,400000000004 15,2628323188749 
537,600000000004 15,3077725374897 
537,800000000004 15,3490882833787 
538,000000000004 15,3571078483895 
538,200000000004 15,3444088168845 
538,400000000004 15,3056035287662 
538,600000000004 15,2550870967382 
538,800000000004 15,1973652221778 
539,000000000004 15,1667083265097 
539,200000000004 15,1747005427024 
539,400000000004 15,1983468573356 
539,600000000004 15,2485766476507 
539,800000000005 15,284521460609 
540,000000000005 15,3158869265294 
540,200000000005 15,3355279532516 
540,400000000005 15,3251862587371 
540,600000000005 15,2882556213663 
540,800000000005 15,2563843880093 
541,000000000005 15,2194234929436 
541,200000000005 15,2152839442954 
541,400000000005 15,244122866802 
541,600000000005 15,2893089459948 
541,800000000005 15,3486766630582 
542,000000000005 15,408050467687 
542,200000000005 15,4628016184242 
542,400000000005 15,4965818518758 
542,600000000005 15,5044680416301 
542,800000000005 15,5005774841934 
543,000000000005 15,4896520472438 
543,200000000005 15,478725489437 
543,400000000005 15,4818641403664 
543,600000000005 15,520169659064 
543,800000000005 15,579579684317 
544,000000000005 15,6483748009465 
544,200000000006 15,7265557316277 
544,400000000006 15,8169457738009 
544,600000000006 15,8714557759331 
544,800000000006 15,9096743757313 
545,000000000006 15,9339435052477 
545,200000000006 15,9392168100064 
545,400000000006 15,9403286633606 
545,600000000006 15,9668311698811 
545,800000000006 15,9983806518961 
546,000000000006 16,0578487747967 
546,200000000006 16,1317680633 
546,400000000006 16,2219119824568 
546,600000000006 16,3048631798099 
546,800000000006 16,3733923226917 
547,000000000006 16,4355938698137 
547,200000000006 16,4993260762831 
547,400000000006 16,5401849905016 
547,600000000006 16,5831599694391 
547,800000000006 16,6192159586989 
548,000000000006 16,6650216522458 
548,200000000006 16,7247326493254 
548,400000000006 16,7891456023283 
548,600000000007 16,8653024131702 
548,800000000007 16,9483335394946 
549,000000000007 17,0313731951291 
549,200000000007 17,1144213813849 
549,400000000007 17,1877338943751 
549,600000000007 17,2521904850029 
549,800000000007 17,3187736315608 
550,000000000007 17,3834421036949 
550,200000000007 17,4596378173869 
550,400000000007 17,5327863251126 
550,600000000007 17,6021844057036 
550,800000000007 17,6852113135899 
551,000000000007 17,7731786616558 
551,200000000007 17,8679660316661 
551,400000000007 17,9679202738336 
551,600000000007 18,0697871991085 
551,800000000007 18,1546170195111 
552,000000000007 18,2309386392165 
552,200000000007 18,3290004829154 
552,400000000007 18,4423433779679 
552,600000000007 18,5289684511042 
552,800000000007 18,6035597020813 
553,000000000008 18,6984256968209 
553,200000000008 18,7884841114658 
553,400000000008 18,8769079391181 
553,600000000008 18,9667468090763 
553,800000000008 19,0549490774615 
554,000000000008 19,1397509799112 
554,200000000008 19,2212705113707 
554,400000000008 19,3111422491231 
554,600000000008 19,3943227009064 
554,800000000008 19,4876201590999 
555,000000000008 19,5945575330811 
555,200000000008 19,6913495789255 
555,400000000008 19,7694492467702 
555,600000000008 19,8613711407561 
555,800000000008 19,9542997847492 
556,000000000008 20,0242513430356 
556,200000000008 20,1023811627382 
556,400000000008 20,1789898829474 
556,600000000008 20,2622497785618 
556,800000000008 20,3508409724736 
557,000000000008 20,4306203239189 
557,200000000008 20,5007313883549 
557,400000000009 20,5891972166936 
557,600000000009 20,689433624718 
557,800000000009 20,7910906756301 
558,000000000009 20,8809938210081 
558,200000000009 20,97984652297 
558,400000000009 21,1088240138888 
558,600000000009 21,1626704390866 
558,800000000009 21,2265184157212 
559,000000000009 21,3046379649024 
559,200000000009 21,3867070758231 
559,400000000009 21,4608989804448 
559,600000000009 21,5246842606201 
559,800000000009 21,5975953085092 
560,000000000009 21,6502665230609 
560,200000000009 21,7123219595568 
560,400000000009 21,7970675383885 
560,600000000009 21,9027827250635 
560,800000000009 22,0238190454442 
561,000000000009 22,1266328492755 
561,200000000009 22,2282901130501 
561,400000000009 22,3152480438813 
561,600000000009 22,3869166853366 
561,80000000001 22,4609535906592 
562,00000000001 22,5275151627372 
562,20000000001 22,6006027777269 
562,40000000001 22,6735051227585 
562,60000000001 22,7410610444393 
562,80000000001 22,7968478382752 
563,00000000001 22,8730329045826 
563,20000000001 22,9759825672706 
563,40000000001 23,088618058962 
563,60000000001 23,2098198810425 
563,80000000001 23,3184448009078 
564,00000000001 23,4271374485009 
564,20000000001 23,524709439894 
564,40000000001 23,6095661809623 
564,60000000001 23,6944396233421 
